228.330 330.127 19.164 0.800 3.750 0.250
230.486 337.415 17.792 0.800 4.250 0.250
231.408 340.563 17.178 0.800 4.500 0.250
232.245 343.438 16.603 0.800 4.750 0.250
233.010 346.074 16.065 0.800 5.000 0.250
250.147 80.713 111.291 0.800 0.500 -0.000
250.045 170.142 65.908 0.800 0.750 -0.000
250.011 213.290 46.519 0.800 1.000 -0.000
250.001 239.707 36.990 0.800 1.250 -0.000
250.001 258.383 31.813 0.800 1.500 -0.000
250.004 272.724 28.663 0.800 1.750 -0.000
250.009 284.285 26.513 0.800 2.000 -0.000
250.015 293.894 24.895 0.800 2.250 -0.000
250.021 302.051 23.585 0.800 2.500 -0.000
250.026 309.082 22.467 0.800 2.750 -0.000
250.036 320.617 20.595 0.800 3.250 -0.000
250.041 325.415 19.785 0.800 3.500 -0.000
250.045 329.706 19.038 0.800 3.750 -0.000
250.049 333.567 18.346 0.800 4.000 -0.000
250.053 337.060 17.702 0.800 4.250 -0.000
250.056 340.236 17.100 0.800 4.500 -0.000
250.059 343.137 16.536 0.800 4.750 -0.000
250.062 345.796 16.007 0.800 5.000 -0.000
315.918 211.068 48.205 0.800 1.000 -0.250
303.646 239.213 38.319 0.800 1.250 -0.250
295.814 258.627 32.830 0.800 1.500 -0.250
290.307 273.275 29.440 0.800 1.750 -0.250
286.167 284.950 27.112 0.800 2.000 -0.250
282.903 294.583 25.364 0.800 2.250 -0.250
280.242 302.722 23.956 0.800 2.500 -0.250
278.017 309.717 22.765 0.800 2.750 -0.250
276.122 315.809 21.724 0.800 3.000 -0.250
273.048 325.924 19.950 0.800 3.500 -0.250
270.649 334.002 18.465 0.800 4.000 -0.250
269.634 337.462 17.803 0.800 4.250 -0.250
268.718 340.609 17.187 0.800 4.500 -0.250
267.885 343.483 16.612 0.800 4.750 -0.250
267.125 346.117 16.073 0.800 5.000 -0.250
401.979 204.959 53.228 0.800 1.000 -0.500
369.826 237.831 42.223 0.800 1.250 -0.500
349.877 259.306 35.811 0.800 1.500 -0.500
336.290 274.835 31.713 0.800 1.750 -0.500
326.383 286.843 28.863 0.800 2.000 -0.500
318.783 296.553 26.729 0.800 2.250 -0.500
312.728 304.647 25.036 0.800 2.500 -0.500
307.762 311.544 23.631 0.800 2.750 -0.500
303.597 317.515 22.427 0.800 3.000 -0.500
300.041 322.750 21.372 0.800 3.250 -0.500
296.961 327.386 20.431 0.800 3.500 -0.500
294.262 331.526 19.581 0.800 3.750 -0.500
291.874 335.247 18.806 0.800 4.000 -0.500
289.743 338.614 18.095 0.800 4.250 -0.500
287.828 341.674 17.439 0.800 4.500 -0.500
286.097 344.470 16.830 0.800 4.750 -0.500
284.522 347.035 16.263 0.800 5.000 -0.500
458.465 235.698 48.957 0.800 1.250 -0.750
392.680 277.256 35.468 0.800 1.750 -0.750
374.133 289.818 31.741 0.800 2.000 -0.750
360.278 299.677 28.970 0.800 2.250 -0.750
349.501 307.722 26.808 0.800 2.500 -0.750
340.848 314.477 25.052 0.800 2.750 -0.750
333.723 320.268 23.582 0.800 3.000 -0.750
327.736 325.312 22.322 0.800 3.250 -0.750
322.621 329.759 21.221 0.800 3.500 -0.750
318.190 333.721 20.244 0.800 3.750 -0.750
314.308 337.277 19.368 0.800 4.000 -0.750
310.874 340.491 18.575 0.800 4.250 -0.750
307.809 343.413 17.852 0.800 4.500 -0.750
305.056 346.084 17.188 0.800 4.750 -0.750
302.566 348.534 16.576 0.800 5.000 -0.750
463.553 280.443 40.875 0.800 1.750 -1.000
432.351 293.743 35.801 0.800 2.000 -1.000
409.615 303.820 32.102 0.800 2.250 -1.000
392.304 311.825 29.272 0.800 2.500 -1.000
378.667 318.413 27.024 0.800 2.750 -1.000
350.797 332.985 22.316 0.800 3.500 -1.000
344.209 336.712 21.164 0.800 3.750 -1.000
338.497 340.050 20.148 0.800 4.000 -1.000
333.490 343.062 19.242 0.800 4.250 -1.000
329.060 345.799 18.427 0.800 4.500 -1.000
325.108 348.300 17.687 0.800 4.750 -1.000
321.557 350.597 17.011 0.800 5.000 -1.000
469.040 308.961 36.295 0.800 2.250 -1.250
422.499 323.283 29.590 0.800 2.750 -1.250
406.343 328.583 27.254 0.800 3.000 -1.250
393.162 333.093 25.334 0.800 3.250 -1.250
382.191 337.006 23.723 0.800 3.500 -1.250
372.909 340.452 22.345 0.800 3.750 -1.250
364.943 343.525 21.148 0.800 4.000 -1.250
358.025 346.291 20.097 0.800 4.250 -1.250
346.577 351.094 18.325 0.800 4.750 -1.250
341.779 353.200 17.568 0.800 5.000 -1.250
473.804 329.128 32.904 0.800 2.750 -1.500
450.947 334.078 29.880 0.800 3.000 -1.500
432.580 338.230 27.461 0.800 3.250 -1.500
417.488 341.794 25.474 0.800 3.500 -1.500
404.858 344.908 23.806 0.800 3.750 -1.500
394.125 347.670 22.382 0.800 4.000 -1.500
384.886 350.147 21.148 0.800 4.250 -1.500
376.842 352.391 20.066 0.800 4.500 -1.500
369.771 354.440 19.107 0.800 4.750 -1.500
363.501 356.322 18.250 0.800 5.000 -1.500
477.788 344.262 30.147 0.800 3.250 -1.750
457.465 347.382 27.647 0.800 3.500 -1.750
440.667 350.091 25.598 0.800 3.750 -1.750
426.540 352.482 23.881 0.800 4.000 -1.750
414.486 354.622 22.418 0.800 4.250 -1.750
404.075 356.557 21.152 0.800 4.500 -1.750
394.988 358.324 20.045 0.800 4.750 -1.750
386.983 359.948 19.065 0.800 5.000 -1.750
481.110 356.080 27.824 0.800 3.750 -2.000
447.293 359.740 23.951 0.800 4.250 -2.000
434.034 361.311 22.453 0.800 4.500 -2.000
422.548 362.749 21.159 0.800 4.750 -2.000
412.496 364.077 20.029 0.800 5.000 -2.000
483.903 365.580 25.829 0.800 4.250 -2.250
467.181 366.702 24.022 0.800 4.500 -2.250
452.819 367.747 22.489 0.800 4.750 -2.250
440.342 368.727 21.169 0.800 5.000 -2.250
486.273 373.393 24.097 0.800 4.750 -2.500
470.892 373.949 22.530 0.800 5.000 -2.500
2.352 368.272 22.881 0.900 5.000 2.750
3.242 360.453 24.460 0.900 4.500 2.500
20.305 361.770 22.785 0.900 4.750 2.500
35.029 362.985 21.362 0.900 5.000 2.500
4.187 351.029 26.274 0.900 4.000 2.250
38.965 355.018 22.694 0.900 4.500 2.250
52.711 356.722 21.302 0.900 4.750 2.250
64.673 358.278 20.100 0.900 5.000 2.250
5.144 339.428 28.388 0.900 3.500 2.000
26.129 342.674 26.086 0.900 3.750 2.000
43.604 345.498 24.192 0.900 4.000 2.000
71.080 350.221 21.243 0.900 4.500 2.000
82.087 352.236 20.066 0.900 4.750 2.000
6.002 324.754 30.902 0.900 3.000 1.750
29.818 329.722 28.125 0.900 3.250 1.750
49.147 333.910 25.893 0.900 3.500 1.750
78.653 340.668 22.504 0.900 4.000 1.750
90.181 343.466 21.180 0.900 4.250 1.750
100.152 345.978 20.031 0.900 4.500 1.750
108.865 348.255 19.023 0.900 4.750 1.750
6.476 305.497 34.002 0.900 2.500 1.500
55.867 319.475 27.852 0.900 3.000 1.500
73.348 324.697 25.687 0.900 3.250 1.500
87.737 329.154 23.901 0.900 3.500 1.500
99.797 333.029 22.398 0.900 3.750 1.500
110.058 336.447 21.112 0.900 4.000 1.500
118.900 339.499 19.995 0.900 4.250 1.500
126.607 342.252 19.013 0.900 4.500 1.500
133.388 344.756 18.141 0.900 4.750 1.500
139.407 347.048 17.361 0.900 5.000 1.500
5.793 278.817 38.134 0.900 2.000 1.250
39.226 291.315 33.575 0.900 2.250 1.250
64.141 300.927 30.188 0.900 2.500 1.250
98.826 314.997 25.462 0.900 3.000 1.250
111.399 320.396 23.734 0.900 3.250 1.250
121.872 325.063 22.282 0.900 3.500 1.250
130.743 329.161 21.040 0.900 3.750 1.250
138.361 332.804 19.960 0.900 4.000 1.250
144.984 336.076 19.009 0.900 4.250 1.250
150.801 339.039 18.163 0.900 4.500 1.250
155.957 341.740 17.404 0.900 4.750 1.250
160.562 344.218 16.716 0.900 5.000 1.250
1.598 238.353 44.747 0.900 1.500 1.000
44.748 260.401 37.936 0.900 1.750 1.000
74.444 276.018 33.263 0.900 2.000 1.000
96.119 287.807 29.864 0.900 2.250 1.000
112.635 297.137 27.276 0.900 2.500 1.000
125.650 304.788 25.231 0.900 2.750 1.000
136.188 311.233 23.563 0.900 3.000 1.000
144.911 316.777 22.168 0.900 3.250 1.000
152.266 321.623 20.975 0.900 3.500 1.000
158.565 325.913 19.938 0.900 3.750 1.000
164.029 329.751 19.023 0.900 4.000 1.000
168.823 333.211 18.207 0.900 4.250 1.000
173.068 336.354 17.470 0.900 4.500 1.000
176.858 339.226 16.801 0.900 4.750 1.000
180.266 341.861 16.189 0.900 5.000 1.000
130.218 273.773 29.705 0.900 2.000 0.750
153.851 294.064 25.050 0.900 2.500 0.750
162.135 301.679 23.431 0.900 2.750 0.750
179.566 318.866 19.957 0.900 3.500 0.750
183.804 323.319 19.080 0.900 3.750 0.750
187.520 327.318 18.293 0.900 4.000 0.750
193.747 334.227 16.930 0.900 4.500 0.750
196.390 337.236 16.332 0.900 4.750 0.750
198.781 340.001 15.779 0.900 5.000 0.750
42.720 109.666 76.255 0.900 0.750 0.500
101.654 178.578 53.090 0.900 1.000 0.500
133.495 216.665 41.281 0.900 1.250 0.500
153.173 241.187 34.414 0.900 1.500 0.500
166.489 258.680 30.101 0.900 1.750 0.500
176.134 272.070 27.187 0.900 2.000 0.500
183.489 282.828 25.077 0.900 2.250 0.500
189.324 291.765 23.452 0.900 2.500 0.500
194.096 299.368 22.138 0.900 2.750 0.500
198.091 305.951 21.032 0.900 3.000 0.500
201.498 311.726 20.074 0.900 3.250 0.500
204.448 316.847 19.226 0.900 3.500 0.500
207.034 321.425 18.463 0.900 3.750 0.500
209.323 325.548 17.769 0.900 4.000 0.500
211.367 329.284 17.132 0.900 4.250 0.500
213.205 332.686 16.544 0.900 4.500 0.500
216.384 338.659 15.486 0.900 5.000 0.500
111.340 8.080 125.829 0.900 0.500 0.250
161.856 130.813 70.961 0.900 0.750 0.250
184.739 187.306 49.385 0.900 1.000 0.250
197.395 220.012 38.232 0.900 1.250 0.250
205.357 241.960 31.972 0.900 1.500 0.250
214.953 270.993 25.669 0.900 2.000 0.250
218.143 281.489 23.872 0.900 2.250 0.250
220.726 290.338 22.488 0.900 2.500 0.250
222.876 297.943 21.357 0.900 2.750 0.250
224.704 304.574 20.393 0.900 3.000 0.250
226.282 310.419 19.546 0.900 3.250 0.250
227.662 315.618 18.786 0.900 3.500 0.250
229.971 324.478 17.455 0.900 4.000 0.250
230.949 328.287 16.864 0.900 4.250 0.250
231.833 331.758 16.312 0.900 4.500 0.250
232.637 334.935 15.796 0.900 4.750 0.250
233.372 337.853 15.311 0.900 5.000 0.250
250.215 27.151 120.622 0.900 0.500 -0.000
250.079 138.109 69.611 0.900 0.750 -0.000
250.027 190.382 48.201 0.900 1.000 -0.000
250.007 221.178 37.223 0.900 1.250 -0.000
250.001 242.225 31.163 0.900 1.500 -0.000
250.001 258.036 27.539 0.900 1.750 -0.000
250.004 270.630 25.168 0.900 2.000 -0.000
250.008 281.041 23.476 0.900 2.250 -0.000
250.013 289.864 22.171 0.900 2.500 -0.000
250.018 297.473 21.101 0.900 2.750 -0.000
250.022 304.122 20.185 0.900 3.000 -0.000
250.027 309.992 19.375 0.900 3.250 -0.000
250.032 315.218 18.643 0.900 3.500 -0.000
250.036 319.904 17.973 0.900 3.750 -0.000
250.040 324.132 17.354 0.900 4.000 -0.000
250.043 327.966 16.777 0.900 4.250 -0.000
250.047 331.461 16.238 0.900 4.500 -0.000
250.053 337.596 15.255 0.900 5.000 -0.000
389.518 7.585 125.937 0.900 0.500 -0.250
315.488 187.195 49.449 0.900 1.000 -0.250
302.743 219.964 38.282 0.900 1.250 -0.250
294.738 241.949 32.012 0.900 1.500 -0.250
289.208 258.210 28.209 0.900 1.750 -0.250
285.112 271.016 25.698 0.900 2.000 -0.250
279.339 290.375 22.510 0.900 2.500 -0.250
277.193 297.983 21.376 0.900 2.750 -0.250
275.371 304.616 20.410 0.900 3.000 -0.250
273.798 310.462 19.562 0.900 3.250 -0.250
272.423 315.661 18.800 0.900 3.500 -0.250
271.208 320.320 18.105 0.900 3.750 -0.250
270.126 324.520 17.466 0.900 4.000 -0.250
268.274 331.800 16.322 0.900 4.500 -0.250
267.475 334.976 15.805 0.900 4.750 -0.250
266.746 337.893 15.319 0.900 5.000 -0.250
458.475 109.200 76.413 0.900 0.750 -0.500
399.095 178.356 53.216 0.900 1.000 -0.500
367.017 216.570 41.382 0.900 1.250 -0.500
347.203 241.165 34.497 0.900 1.500 -0.500
333.804 258.700 30.171 0.900 1.750 -0.500
324.107 272.117 27.246 0.900 2.000 -0.500
316.718 282.891 25.128 0.900 2.250 -0.500
310.861 291.838 23.497 0.900 2.500 -0.500
306.075 299.448 22.177 0.900 2.750 -0.500
302.070 306.034 21.066 0.900 3.000 -0.500
298.657 311.812 20.105 0.900 3.250 -0.500
295.703 316.933 19.254 0.900 3.500 -0.500
293.116 321.511 18.488 0.900 3.750 -0.500
290.826 325.634 17.792 0.900 4.000 -0.500
288.782 329.368 17.153 0.900 4.250 -0.500
286.944 332.769 16.563 0.900 4.500 -0.500
285.281 335.881 16.014 0.900 4.750 -0.500
283.768 338.739 15.502 0.900 5.000 -0.500
452.088 211.338 46.786 0.900 1.250 -0.750
388.278 259.457 33.418 0.900 1.750 -0.750
370.315 273.843 29.797 0.900 2.000 -0.750
356.926 285.062 27.150 0.900 2.250 -0.750
346.534 294.174 25.118 0.900 2.500 -0.750
338.205 301.799 23.491 0.900 2.750 -0.750
331.356 308.321 22.143 0.900 3.000 -0.750
325.606 313.995 20.997 0.900 3.250 -0.750
320.695 318.995 19.999 0.900 3.500 -0.750
316.442 323.448 19.118 0.900 3.750 -0.750
312.715 327.447 18.328 0.900 4.000 -0.750
309.416 331.063 17.612 0.900 4.250 -0.750
306.471 334.352 16.959 0.900 4.500 -0.750
303.824 337.359 16.359 0.900 4.750 -0.750
301.428 340.122 15.803 0.900 5.000 -0.750
499.903 238.308 44.935 0.900 1.500 -1.000
456.422 260.442 38.090 0.900 1.750 -1.000
426.499 276.111 33.391 0.900 2.000 -1.000
388.029 297.284 27.370 0.900 2.500 -1.000
374.926 304.947 25.313 0.900 2.750 -1.000
364.321 311.400 23.635 0.900 3.000 -1.000
348.149 321.795 21.032 0.900 3.500 -1.000
341.817 326.086 19.989 0.900 3.750 -1.000
336.327 329.922 19.070 0.900 4.000 -1.000
331.512 333.381 18.249 0.900 4.250 -1.000
327.249 336.521 17.509 0.900 4.500 -1.000
323.444 339.390 16.837 0.900 4.750 -1.000
320.023 342.022 16.222 0.900 5.000 -1.000
495.676 278.934 38.304 0.900 2.000 -1.250
461.988 291.473 33.718 0.900 2.250 -1.250
417.445 308.828 27.669 0.900 2.750 -1.250
401.944 315.206 25.554 0.900 3.000 -1.250
389.285 320.610 23.816 0.900 3.250 -1.250
378.742 325.279 22.355 0.900 3.500 -1.250
362.150 333.018 20.019 0.900 4.000 -1.250
355.489 336.288 19.063 0.900 4.250 -1.250
349.641 339.247 18.212 0.900 4.500 -1.250
344.458 341.945 17.448 0.900 4.750 -1.250
339.830 344.419 16.757 0.900 5.000 -1.250
467.087 313.454 30.676 0.900 2.750 -1.500
445.222 319.725 27.966 0.900 3.000 -1.500
427.612 324.953 25.787 0.900 3.250 -1.500
413.119 329.413 23.990 0.900 3.500 -1.500
400.974 333.287 22.478 0.900 3.750 -1.500
390.644 336.703 21.183 0.900 4.000 -1.500
381.743 339.753 20.060 0.900 4.250 -1.500
373.988 342.503 19.072 0.900 4.500 -1.500
367.165 345.002 18.195 0.900 4.750 -1.500
471.469 330.021 28.246 0.900 3.250 -1.750
451.995 334.212 26.000 0.900 3.500 -1.750
435.863 337.816 24.148 0.900 3.750 -1.750
410.663 343.762 21.257 0.900 4.250 -1.750
400.624 346.270 20.101 0.900 4.500 -1.750
384.119 350.617 18.188 0.900 5.000 -1.750
496.328 339.773 28.514 0.900 3.500 -2.000
475.186 343.019 26.197 0.900 3.750 -2.000
457.581 345.840 24.292 0.900 4.000 -2.000
442.683 348.330 22.691 0.900 4.250 -2.000
429.905 350.555 21.324 0.900 4.500 -2.000
409.107 354.397 19.102 0.900 5.000 -2.000
497.291 351.414 26.389 0.900 4.000 -2.250
478.348 353.515 24.429 0.900 4.250 -2.250
462.256 355.393 22.787 0.900 4.500 -2.250
498.243 360.870 24.565 0.900 4.500 -2.500
481.055 362.180 22.881 0.900 4.750 -2.500
466.222 363.388 21.449 0.900 5.000 -2.500
499.140 368.714 22.978 0.900 5.000 -2.750
7.451 357.712 21.788 1.000 5.000 2.750
8.673 349.131 23.211 1.000 4.500 2.500
25.136 351.135 21.681 1.000 4.750 2.500
39.369 352.944 20.374 1.000 5.000 2.500
9.986 338.820 24.837 1.000 4.000 2.250
43.511 344.303 21.574 1.000 4.500 2.250
56.798 346.603 20.297 1.000 4.750 2.250
68.375 348.681 19.190 1.000 5.000 2.250
31.521 330.380 24.641 1.000 3.750 2.000
48.359 334.012 22.917 1.000 4.000 2.000
62.634 337.195 21.463 1.000 4.250 2.000
74.894 340.021 20.217 1.000 4.500 2.000
85.543 342.559 19.134 1.000 4.750 2.000
94.883 344.860 18.183 1.000 5.000 2.000
12.634 310.227 28.970 1.000 3.000 1.750
35.498 316.375 26.464 1.000 3.250 1.750
54.098 321.531 24.437 1.000 3.500 1.750
69.534 325.946 22.760 1.000 3.750 1.750
82.557 329.790 21.344 1.000 4.000 1.750
111.770 338.958 18.146 1.000 4.750 1.750
119.211 341.451 17.322 1.000 5.000 1.750
13.531 289.365 31.775 1.000 2.500 1.500
60.969 306.041 26.198 1.000 3.000 1.500
77.808 312.238 24.222 1.000 3.250 1.500
91.687 317.507 22.590 1.000 3.500 1.500
103.328 322.072 21.214 1.000 3.750 1.500
113.239 326.085 20.034 1.000 4.000 1.500
121.786 329.658 19.010 1.000 4.250 1.500
129.238 332.871 18.108 1.000 4.500 1.500
135.799 335.786 17.306 1.000 4.750 1.500
141.624 338.448 16.587 1.000 5.000 1.500
13.168 260.486 35.666 1.000 2.000 1.250
45.283 275.038 31.477 1.000 2.250 1.250
69.275 286.202 28.355 1.000 2.500 1.250
87.881 295.118 25.934 1.000 2.750 1.250
102.732 302.467 23.998 1.000 3.000 1.250
114.868 308.678 22.409 1.000 3.250 1.250
124.981 314.031 21.075 1.000 3.500 1.250
133.548 318.720 19.935 1.000 3.750 1.250
147.306 326.606 18.074 1.000 4.250 1.250
152.928 329.977 17.298 1.000 4.500 1.250
157.913 333.046 16.601 1.000 4.750 1.250
162.367 335.858 15.969 1.000 5.000 1.250
79.330 259.567 31.403 1.000 2.000 1.000
100.325 272.985 28.163 1.000 2.250 1.000
116.320 283.560 25.713 1.000 2.500 1.000
128.916 292.197 23.793 1.000 2.750 1.000
139.107 299.450 22.238 1.000 3.000 1.000
147.537 305.672 20.946 1.000 3.250 1.000
154.643 311.100 19.847 1.000 3.500 1.000
160.725 315.898 18.894 1.000 3.750 1.000
166.001 320.185 18.056 1.000 4.000 1.000
170.629 324.049 17.309 1.000 4.250 1.000
174.729 327.556 16.636 1.000 4.500 1.000
178.390 330.759 16.024 1.000 4.750 1.000
181.684 333.700 15.464 1.000 5.000 1.000
91.154 220.695 37.225 1.000 1.500 0.750
115.869 242.705 31.903 1.000 1.750 0.750
133.334 258.823 28.269 1.000 2.000 0.750
146.322 271.315 25.657 1.000 2.250 0.750
156.378 281.410 23.686 1.000 2.500 0.750
164.420 289.827 22.135 1.000 2.750 0.750
171.023 297.010 20.869 1.000 3.000 0.750
176.560 303.251 19.805 1.000 3.250 0.750
181.285 308.747 18.888 1.000 3.500 0.750
185.376 313.641 18.081 1.000 3.750 0.750
188.961 318.037 17.362 1.000 4.000 0.750
192.135 322.015 16.712 1.000 4.250 0.750
194.969 325.635 16.119 1.000 4.500 0.750
197.519 328.949 15.574 1.000 4.750 0.750
199.828 331.994 15.069 1.000 5.000 0.750
43.671 72.174 79.337 1.000 0.750 0.500
103.189 152.204 53.945 1.000 1.000 0.500
155.064 223.854 33.810 1.000 1.500 0.500
168.371 243.441 29.152 1.000 1.750 0.500
177.938 258.255 26.055 1.000 2.000 0.500
190.893 279.799 22.232 1.000 2.500 0.500
199.416 295.204 19.885 1.000 3.000 0.500
202.713 301.468 18.985 1.000 3.250 0.500
205.562 307.022 18.198 1.000 3.500 0.500
208.057 311.992 17.497 1.000 3.750 0.500
210.264 316.473 16.864 1.000 4.000 0.500
212.235 320.537 16.283 1.000 4.250 0.500
214.007 324.244 15.748 1.000 4.500 0.500
215.612 327.639 15.251 1.000 4.750 0.500
217.073 330.763 14.787 1.000 5.000 0.500
160.713 96.195 74.494 1.000 0.750 0.250
184.613 163.009 51.129 1.000 1.000 0.250
197.820 200.991 38.848 1.000 1.250 0.250
206.048 225.877 31.796 1.000 1.500 0.250
211.662 243.905 27.505 1.000 1.750 0.250
215.767 257.894 24.722 1.000 2.000 0.250
218.933 269.263 22.790 1.000 2.250 0.250
221.472 278.798 21.355 1.000 2.500 0.250
223.571 286.974 20.226 1.000 2.750 0.250
225.346 294.096 19.292 1.000 3.000 0.250
226.873 300.378 18.491 1.000 3.250 0.250
228.207 305.972 17.784 1.000 3.500 0.250
229.384 310.992 17.147 1.000 3.750 0.250
230.433 315.526 16.565 1.000 4.000 0.250
231.375 319.645 16.027 1.000 4.250 0.250
232.227 323.405 15.526 1.000 4.500 0.250
233.002 326.852 15.058 1.000 4.750 0.250
233.710 330.024 14.618 1.000 5.000 0.250
250.118 104.234 73.348 1.000 0.750 -0.000
250.048 166.770 50.263 1.000 1.000 -0.000
250.017 202.718 38.060 1.000 1.250 -0.000
250.000 244.062 26.962 1.000 1.750 -0.000
250.001 257.772 24.284 1.000 2.000 -0.000
250.003 268.999 22.435 1.000 2.250 -0.000
250.007 278.466 21.068 1.000 2.500 -0.000
250.011 286.614 19.991 1.000 2.750 -0.000
250.015 293.733 19.099 1.000 3.000 -0.000
250.024 305.630 17.649 1.000 3.500 -0.000
250.028 310.668 17.033 1.000 3.750 -0.000
250.032 315.221 16.468 1.000 4.000 -0.000
250.035 319.358 15.944 1.000 4.250 -0.000
250.039 323.136 15.455 1.000 4.500 -0.000
250.042 326.600 14.997 1.000 4.750 -0.000
250.045 329.789 14.564 1.000 5.000 -0.000
339.765 95.920 74.568 1.000 0.750 -0.250
315.647 162.864 51.187 1.000 1.000 -0.250
302.333 200.917 38.894 1.000 1.250 -0.250
294.050 225.844 31.833 1.000 1.500 -0.250
288.409 243.897 27.536 1.000 1.750 -0.250
284.290 257.902 24.749 1.000 2.000 -0.250
281.119 269.282 22.813 1.000 2.250 -0.250
278.580 278.824 21.375 1.000 2.500 -0.250
276.483 287.004 20.244 1.000 2.750 -0.250
273.190 300.414 18.505 1.000 3.250 -0.250
271.862 306.009 17.797 1.000 3.500 -0.250
270.691 311.029 17.159 1.000 3.750 -0.250
269.647 315.564 16.575 1.000 4.000 -0.250
268.711 319.683 16.037 1.000 4.250 -0.250
267.864 323.443 15.535 1.000 4.500 -0.250
267.095 326.889 15.067 1.000 4.750 -0.250
457.529 71.622 79.473 1.000 0.750 -0.500
397.562 151.914 54.057 1.000 1.000 -0.500
365.227 195.860 41.336 1.000 1.250 -0.500
345.304 223.789 33.885 1.000 1.500 -0.500
331.910 243.426 29.215 1.000 1.750 -0.500
